N,D,Q,L,C_train,C_Q,C_attn,C_total,C,form,s_train,s_Q,s_attn
6.642620083937572,90.74985512297219,1.0,2.173949071949134,3.6169008615256805e+21,3.561075290236298e+20,4.938275309603063e+20,4.4668359215096167e+21,4.4668359215096167e+21,exp,0.8097232414803606,0.07972254528285412,0.11055421323678526
7.020663398198345,96.75548013897412,1.0,2.1630246442347825,4.0757259479208155e+21,3.796739389291105e+20,5.5647244942278866e+20,5.011872336272714e+21,5.011872336272714e+21,exp,0.8132142390027232,0.07575491023210512,0.1110308507651718
7.421934503799474,103.11432732645153,1.0,2.1523144858647894,4.591846702921582e+21,4.0462641247634614e+20,6.2694013650556e+20,5.623413251903488e+21,5.623413251903491e+21,exp,0.8165586445860568,0.0719538818064603,0.11148747360748296
7.8478891644994455,109.8456038995652,1.0,2.1418130217541695,5.172336747667774e+21,4.3104031985259466e+20,7.061963772815736e+20,6.309573444801943e+21,6.309573444801943e+21,exp,0.8197601300495098,0.06831528686106371,0.11192458308942642
8.300074740706707,116.9695743500131,1.0,2.131514886628181,5.825137256962553e+21,4.58995180061558e+20,7.953254068172874e+20,7.079457843841398e+21,7.079457843841402e+21,exp,0.8228225078040389,0.06483479246378304,0.11234269973217813
8.780130921256141,124.50768824572741,1.0,2.1214149158236,6.559162821002585e+21,4.885751624126481e+20,8.955443638275531e+20,7.943282347242787e+21,7.943282347242789e+21,exp,0.82574967554557,0.06150796875327473,0.11274235570115518
9.289805539337323,132.48251726761197,0.9999999999999997,2.1115081364154076,7.384420936668085e+21,5.198688394496077e+20,1.0082196052197491e+21,8.912509381337441e+21,8.912509381337441e+21,exp,0.8285456565275395,0.05833024316790053,0.11312410030456005
9.830949606169789,140.91797517949732,1.0,2.1017897586669267,8.312145075558739e+21,5.529700501249732e+20,1.1348848743162865e+21,1e+22,1e+22,exp,0.8312145075558739,0.05529700501249732,0.11348848743162865
10.40553014943694,149.83931184121337,0.9999999999999998,2.092255167800851,9.354944861607776e+21,5.879778763070266e+20,1.2772618051048484e+21,1.1220184543019653e+22,1.1220184543019653e+22,exp,0.833760338409738,0.052403583386052395,0.11383607820420956
11.015637917101722,159.273183373617,0.9999999999999998,2.0828999160879826,1.0526974307687467e+22,6.24996918111317e+20,1.437282892142929e+21,1.2589254117941714e+22,1.2589254117941714e+22,exp,0.8361872918813223,0.04964526986714771,0.11416743825152989
11.663496103534118,169.24771838296556,0.9999999999999999,2.0737197152498337,1.184412062335055e+22,6.641375537688134e+20,1.6171172691081285e+21,1.4125375446227492e+22,1.4125375446227496e+22,exp,0.8384995265038281,0.047017338144182685,0.11448313535198931
12.35145830108287,179.7927447039062,0.9999999999999998,2.0647104291706304,1.3324215534285213e+22,7.055168293781328e+20,1.8191995609477412e+21,1.5848931924611089e+22,1.584893192461111e+22,exp,0.8407011650794363,0.04451510251505136,0.11478373240551236
13.082032780202004,190.9396644522534,1.0,2.0558680669136167,1.49872736964309e+22,7.492579686056256e+20,2.046262435352699e+21,1.7782794100389225e+22,1.7782794100389228e+22,exp,0.8427963351441415,0.04213387189751165,0.1150697929583468
13.857877244687657,202.72174927378447,1.0,2.0471887760359704,1.6855758697586726e+22,7.954915312582248e+20,2.301372920843841e+21,1.995262314968879e+22,1.995262314968883e+22,exp,0.8447891072332328,0.039869019992523264,0.11534187277424406
14.681820518193327,215.17407488642442,1.0,2.0386688361960803,1.895488288590464e+22,8.443551564233119e+20,2.587973343355514e+21,2.238721138568347e+22,2.238721138568347e+22,exp,0.8466835176276671,0.037715959432235206,0.1156005229400975
15.556859010970353,228.33382233782757,1.0,2.030304653046431,2.131294248927322e+22,8.959947446203835e+20,2.9099270812021036e+21,2.511886431509571e+22,2.511886431509572e+22,exp,0.8484835230574004,0.03567019326116255,0.11584628368143705
16.486182688059944,242.24017960607537,1.0,2.022092752404858,2.3961695132245266e+22,9.505640716766637e+20,3.271570108722554e+21,2.8183829312644485e+22,2.8183829312644493e+22,exp,0.8501930261653626,0.033727285995526504,0.11607968783911085
17.473179177402844,256.93456608779815,1.0,2.014029774696566,2.6936782260722094e+22,1.008225669631104e+21,3.677768671330591e+21,3.162277660168379e+22,3.1622776601683792e+22,exp,0.8518158477990139,0.031882895114827454,0.11630125708615872
18.521441608618318,272.4608228213114,0.9999999999999999,2.0061124696588974,3.0278203323126123e+22,1.0691515731806538e+21,4.13398402705082e+21,3.54813389233576e+22,3.5481338923357603e+22,exp,0.853355714352532,0.030132785447868887,0.11651150019959905
19.634792245874774,288.8651955144267,1.0,1.998337691300608,3.4030848605938596e+22,1.1335232530804415e+21,4.6463451963308166e+21,3.981071705534985e+22,3.981071705534985e+22,exp,0.8548162686601359,0.028472816792133517,0.11671091454773057
