N,D,Q,L,C_train,C_Q,C_attn,C_total,C,budget,form,L_ctx,s_train,s_Q,s_attn
0.3192693196216844,3.5646749293893127,0.716977857943751,3.251552071491852,6.828548036271611e+18,2.2391275385094387e+18,9.323244252189507e+17,1e+19,1e+19,1e+19,exp,4096,0.6828548036271611,0.22391275385094386,0.09323244252189507
0.2955690681423217,4.052451271386975,0.583623510630008,3.2899187444570246,7.18667547585609e+18,1.8321037658403597e+18,9.812207583035515e+17,1e+19,1e+19,1e+19,power,4096,0.718667547585609,0.18321037658403597,0.09812207583035515
0.4129828024541951,2.2762829056625016,1.0,3.2055338469721733,5.640394161354468e+18,3.589504022481936e+18,7.701018161635969e+17,1e+19,1e+19,1e+19,log,4096,0.5640394161354468,0.3589504022481936,0.0770101816163597
9.830949606169789,140.91797517949732,1.0,2.1017897586669267,8.312145075558739e+21,5.529700501249732e+20,1.1348848743162865e+21,1e+22,1e+22,1e+22,exp,4096,0.8312145075558739,0.05529700501249732,0.11348848743162865
9.973033012851232,137.21165417951138,1.0,2.1028963427602365,8.210498141281164e+21,6.684951791625795e+20,1.1210066795562549e+21,9.999999999999998e+21,1e+22,1e+22,power,4096,0.8210498141281165,0.06684951791625797,0.11210066795562551
9.462653484642763,151.27530826551373,1.0,2.098956844731142,8.58879493739443e+21,2.3854826048663654e+20,1.1726568021189197e+21,9.999999999999985e+21,1e+22,1e+22,log,4096,0.8588794937394443,0.02385482604866369,0.11726568021189214
103.5847375687626,1407.877443101676,0.9999999999999998,1.8282382013555702,8.750076928360056e+23,5.524590168785086e+21,1.194677169952093e+23,1e+24,1e+24,1e+24,exp,4096,0.8750076928360055,0.005524590168785086,0.1194677169952093
103.74469328015586,1403.8480353704686,1.0,1.8282927930397637,8.738507030487518e+23,6.839547628324923e+21,1.1930974932292292e+23,9.999999999999996e+23,1e+24,1e+24,power,4096,0.8738507030487521,0.006839547628324926,0.11930974932292297
103.18669549467505,1417.9818818659553,1.0,1.828102563010035,8.779011879664118e+23,2.2360365032407837e+21,1.1986277553034743e+23,1e+24,1e+24,1e+24,log,4096,0.8779011879664118,0.0022360365032407835,0.11986277553034742
