year,S_prev,S_cur,growth,scale,non_scale,scale_share
2019-2020,5.0,50.0,2.302585092994046,1.7338930519942521,0.5686920409997938,0.7530201846914918
2020-2021,50.0,50.0,0.0,-1.2288449099306475,1.2288449099306475,
2021-2024,50.0,51.23132307602697,0.02432811838558946,0.9342865907643135,-0.9099584723787241,38.40356972768308
2024-2025,51.23132307602697,47.21693789116021,-0.08159844196851296,-0.3158356728095044,0.23423723084099146,3.870609109563372
