C,form,L_joint,L_stage1,L_seq,Q_joint,Q_seq,dL_abs,dL_pct
1e+19,exp,3.2470824656880852,3.314726260515341,3.314726260515341,0.7148963947016942,0.40000000000000013,-0.06764379482725591,-2.0407053105115027
1e+19,power,3.287052166111762,3.314726260515341,3.314726260515341,0.5968640871204043,0.4,-0.02767409440357893,-0.8348832521475373
1e+22,power,2.1476603732774278,2.2951325157252755,2.295132515725273,0.9999999999999999,0.4000000000000101,-0.14747214244784512,-6.425430402707846
1e+22,log,2.141558663005612,2.2951325157252755,2.2951325157252747,0.9999999999999997,0.40000000000000335,-0.15357385271966262,-6.691284780614614
1e+24,power,1.89093571547246,1.9973827609272585,1.997382760927246,0.9999999999999999,0.40000000000007385,-0.10644704545478612,-5.329326333294784
