window_end,n,b0,bN,bT
2024-06-30,344,0.0,0.2240300767855206,1.1009958343896111
2024-09-30,919,0.6241440662445067,0.23820384630247915,0.8349144447652646
2024-12-31,1685,0.877827987091475,0.3131110161854961,0.6727594551817173
2025-03-31,2493,1.2860300391262565,0.33796086515164775,0.5033016599075184
