cap,L_reg,gain_pct
0.1,4.859907883028072,4.94676754803385
0.2,4.631131836042737,9.421317950415075
0.3,4.50548627549178,11.878775367522817
0.5,4.361431970546198,14.696282954758654
0.7,4.315414781181208,15.596317009472283
1.0,4.246388997133709,16.94636809154301
train_best,4.960525463899396,2.978823600635942
