bucket,n,b_month,annual_growth,S90_start,S90_end
0.3-1B,106,0.4675212099427089,5.610254519312507,6.167140270646221,9.82052277729786
1-3B,295,0.2965815169867568,3.5589782038410815,12.561561382946056,17.4190960394734
3-10B,1190,0.4041540940088546,4.849849128106255,23.684768112420986,34.24733569727787
10-30B,646,0.788093891768903,9.457126701226835,23.425144478027608,42.98767250971065
30-100B,190,0.2576633027449962,3.091959632939955,35.436131523755336,46.998052579962
