C,form,N,D,Q,L,C_train,C_Q,C_attn,C_total,s_train,s_Q,s_attn
7.079457843841402e+22,exp,14.254472333301196,700.0481636791327,0.9999999999999993,2.014273533074452,5.987290308685503e+22,2.747028316766969e+21,8.174647034791941e+21,7.0794578438413944e+22,0.8457272351574215,0.03880280633575183,0.11546995850682662
7.94328234724279e+22,exp,15.043269382264533,745.7982565874509,1.0,2.007769792427472,6.731546447200961e+22,2.9265542511732206e+21,9.190804749245046e+21,7.943282347242788e+22,0.8474514883054063,0.0368431351579623,0.11570537653663147
8.91250938133744e+22,exp,15.877572243559497,794.3668098433448,0.9999999999999997,2.001385003169026,7.567569846704158e+22,3.117139982299422e+21,1.0332255364033408e+22,8.91250938133744e+22,0.8490953022221159,0.03497488584782453,0.11592981193005954
1.0000000000000001e+23,exp,16.76002737312922,845.9232454120523,1.0,1.995116602762423,8.506618049203383e+22,3.3194503314538134e+21,1.1614369176512352e+22,1e+23,0.8506618049203384,0.03319450331453814,0.11614369176512353
1.1220184543019653e+23,exp,17.69342571145623,900.6476780502595,1.0,1.9889621059849711,9.561325670266688e+22,3.534192079058862e+21,1.3054396648470786e+22,1.1220184543019653e+23,0.8521540473427435,0.03149852006006058,0.11634743259719592
1.2589254117941714e+23,exp,18.680719028065365,958.7311893717166,0.9999999999999997,1.9829191016794256,1.074587278325758e+23,3.7621150401001916e+21,1.4671698306741014e+22,1.2589254117941699e+23,0.8535750158496677,0.029883541986324483,0.11654144216400794
1.4125375446227497e+23,exp,19.725038110469924,1020.3760495951011,1.0,1.9769852496525302,1.2076173879164472e+23,4.004012934277658e+21,1.6488002736352559e+22,1.4125375446227494e+23,0.854927638924436,0.0283462407744144,0.11672612030114965
1.584893192461111e+23,exp,20.82968987046929,1085.7970516045552,1.0,1.9711582777157113,1.3570089508315696e+23,4.260728620933771e+21,1.8527695542020364e+22,1.584893192461111e+23,0.8562147640525417,0.026883380162151325,0.11690185578530703
1.7782794100389228e+23,exp,21.998166544367937,1155.2223339602617,1.0,1.9654359788629463,1.5247663978938764e+23,4.5331573285934947e+21,2.0818143885911057e+22,1.7782794100389217e+23,0.857439156797358,0.0254918169945761,0.11706902620806595
1.9952623149688827e+23,exp,23.234173317559176,1228.8933317448727,0.9999999999999998,1.9598162085807904,1.713139239513187e+23,4.822246462082826e+21,2.339006108348672e+22,1.9952623149688827e+23,0.8586035162699419,0.02416848364200189,0.11722800008805609
2.238721138568347e+23,exp,24.541621513816008,1307.0665572305247,1.0,1.9542968822855515,1.924651964455084e+23,5.129002589966235e+21,2.6277914821360085e+22,2.238721138568347e+23,0.8597104531232018,0.022910413010377037,0.11737913386642118
2.5118864315095718e+23,exp,25.924653961474085,1390.0138269704917,1.0,1.9488759728826197,2.162137647952459e+23,5.454492335666985e+21,2.9520386020044242e+22,2.511886431509571e+23,0.86076250137355,0.021714725105581277,0.1175227735208687
2.818382931264449e+23,exp,27.387646642138655,1478.02380150875,1.0,1.943551508442995,2.4287756162635277e+23,5.799848419374035e+21,3.3160883080718038e+22,2.8183829312644484e+23,0.8617621080943298,0.020578638747191007,0.11765925315847918
3.162277660168379e+23,exp,28.93523787248152,1571.4021843094763,0.9999999999999999,1.9383215699921212,2.7281337597799044e+23,6.166270438652512e+21,3.724811960019496e+22,3.162277660168379e+23,0.862711644250316,0.019499459254707512,0.11778889649497647
3.5481338923357603e+23,exp,30.57232467723498,1670.473747755438,1.0,1.9331842894061897,3.064215946870607e+23,6.555032818575243e+21,4.183676172794002e+22,3.54813389233576e+23,0.8636133922368453,0.018474592609750762,0.11791201515340394
3.9810717055349855e+23,exp,32.30409376466677,1775.5826428451917,1.0,1.9281378474111883,3.441515290883154e+23,6.967486026991894e+21,4.698815543819133e+22,3.9810717055349855e+23,0.8644695563002112,0.01750153361293347,0.11802891008685551
4.466835921509616e+23,exp,34.13602776264336,1887.094135856087,0.9999999999999999,1.923180471680051,3.8650738687382916e+23,7.405063389292199e+21,5.2771141887840146e+22,4.466835921509615e+23,0.8652822572072557,0.01657787194204702,0.11813987085069731
5.011872336272715e+23,exp,36.07393684914581,2005.3951022276349,0.9999999999999999,1.9183104350233835,4.34054977652076e+23,7.869283026432042e+21,5.926297294876345e+22,5.011872336272715e+23,0.8660535395338479,0.015701283868464134,0.11824517659768805
5.623413251903491e+23,exp,38.12394593245619,2130.8970700361874,1.0,1.9135260536693675,4.874292281141335e+23,8.361759797699021e+21,6.655033727851636e+22,5.6234132519034887e+23,0.8667853602065292,0.014869545279939403,0.11834509451353145
6.309573444801942e+23,exp,40.29255967659884,2264.0351554064246,1.0,1.9088256856285548,5.473426296547866e+23,8.884201123207326e+21,7.47305137022002e+22,6.309573444801941e+23,0.8674796076836344,0.01408050988062665,0.1184398824357389
7.079457843841402e+23,exp,42.5866398307621,2405.2719416395166,0.9999999999999999,1.90420772913942,6.145946992418396e+23,9.438422205814571e+21,8.391266293648584e+22,7.0794578438414e+23,0.8681380874052257,0.013332125727714153,0.11852978686706014
7.94328234724279e+23,exp,45.01345586649405,2555.0974939195266,1.0,1.8996706211906627,6.90082609662817e+23,1.0026346088830555e+22,9.421927897262994e+22,7.943282347242775e+23,0.8687625335417598,0.012622421878671908,0.11861504457956827
8.912509381337441e+23,exp,47.58068945724434,2714.03208715892,1.0,1.8952128361164016,7.748131074966316e+23,1.0650014360236192e+22,1.0578781627687344e+23,8.912509381337413e+23,0.8693546052462758,0.011949512650765983,0.1186958821029582
1e+24,exp,50.296475972849684,2882.6270499904163,1.0,1.8908328842605462,8.699158929511772e+23,1.1311590464555028e+22,1.187725165842674e+23,9.999999999999996e+23,0.8699158929511775,0.011311590464555033,0.11877251658426745
1.1220184543019652e+24,exp,53.169416615293926,3061.4674390445107,1.0,1.8865293107067718,9.766586263242872e+23,1.2013370196868416e+22,1.3334645778080937e+23,1.1220184543019651e+24,0.8704479169479349,0.01070692745810694,0.11884515559395807
1.2589254117941714e+24,exp,56.2086152854294,3251.1735232437886,0.9999999999999998,1.882300694070681,1.0964637707651051e+24,1.275778752726976e+22,1.4970385350179569e+23,1.2589254117941706e+24,0.8709521314709728,0.010133870845523616,0.1189139976835035
1.4125375446227496e+24,exp,59.423691085982036,3452.403866689004,1.0,1.8781456453508698,1.2309274852690638e+24,1.3547426698282765e+22,1.6806263265540283e+23,1.4125375446227496e+24,0.8714299240788047,0.009590843620302436,0.11897923230089279
1.584893192461111e+24,exp,62.824829718010896,3665.8564173680493,0.9999999999999999,1.8740628068357672,1.381840831150951e+24,1.4385026497016364e+22,1.886673348131432e+23,1.5848931924611107e+24,0.8718826213173088,0.009076338118834678,0.11904104056385656
1.7782794100389228e+24,exp,66.42280136170383,3892.2717483681,1.0,1.870050851063258,1.5512135591257559e+24,1.5273492973863515e+22,2.1179235793930324e+23,1.7782794100389225e+24,0.8723114884920156,0.008588916279207897,0.11909959522877656
1.9952623149688828e+24,exp,70.22900718174608,4132.434908067528,1.0,1.8661084798302365,1.7413008050206362e+24,1.621590670275796e+22,2.3774560324548416e+23,1.9952623149688782e+24,0.8727177333812355,0.008127205421113209,0.11915506119765133
2.238721138568347e+24,exp,74.25550093262105,4387.178981530419,1.0,1.8622344232493764,1.954633037727645e+24,1.72155367562865e+22,2.6687256408441446e+23,2.238721138568346e+24,0.8731025066291309,0.007689897799104971,0.11920759557176401
2.511886431509572e+24,exp,78.51504226610223,4657.387096167355,1.0,1.8584274388505366,2.1940496682310737e+24,1.827584857601452e+22,2.9956091470248263e+23,2.511886431509571e+24,0.8734669054733153,0.007275746366061328,0.11925734816062333
2.818382931264449e+24,exp,83.02112036835128,4943.996464277358,1.0,1.8546863107243488,2.4627367533688424e+24,1.940051983564765e+22,3.3624565805995924e+23,2.818382931264449e+24,0.8738119742528925,0.006883564195779363,0.11930446155132823
3.1622776601683796e+24,exp,87.7879945996767,5248.001765948192,1.0,1.8510098487056639,2.7642693041289216e+24,2.0593453715722567e+22,3.774149023237355e+23,3.1622776601683796e+24,0.8741387067136079,0.006512221863094097,0.11934907142329797
3.5481338923357605e+24,exp,92.83077475916019,5570.456515767184,0.9999999999999999,1.8473968875946458,3.1026587647252784e+24,2.185878426665702e+22,4.2361634334382467e+23,3.5481338923357605e+24,0.8744480504039766,0.006160642447533804,0.11939130714848958
3.9810717055349857e+24,exp,98.16544247661129,5912.478268760652,1.0,1.8438462864134268,3.482406272317429e+24,2.320089683714866e+22,4.7546453638040626e+23,3.981071705534984e+24,0.874740906443798,0.005827801796408709,0.11943129175979321
4.4668359215096164e+24,exp,103.80887793153623,6275.2539331635235,1.0,1.8403569276963485,3.908562417222989e+24,2.4624448921781244e+22,5.336490553648454e+23,4.4668359215096154e+24,0.8750181304850903,0.005512727432678823,0.11946914208223099
5.011872336272715e+24,exp,109.77895856045191,6660.041183674469,0.9999999999999998,1.836927716811913,4.3867943106810153e+24,2.613437570671733e+22,5.9894364988498126e+23,5.011872336272714e+24,0.8752805371621729,0.005214493497285136,0.119504969340542
5.62341325190349e+24,exp,116.0946111510012,7068.173071464598,1.0,1.8335575813146867,4.923460825677962e+24,2.7735908159631472e+22,6.722165180658979e+23,5.62341325190349e+24,0.8755289012436355,0.004932219439900321,0.1195388793164644
6.309573444801943e+24,exp,122.77582386796401,7501.065541467395,0.9999999999999999,1.8302454703254785,5.52569701044753e+24,2.94346025279777e+22,7.54441831826436e+23,6.309573444801943e+24,0.8757639575461001,0.0046650701169390464,0.11957097233696087
7.079457843841402e+24,exp,129.84375645485053,7960.2195146284375,1.0,1.8269903539382262,6.20150882390738e+24,3.1236348509855016e+22,8.467126714241543e+23,7.079457843841389e+24,0.8759864047078462,0.004412251502709117,0.11960134378944462
7.943282347242789e+24,exp,137.3208117805433,8447.225796104438,1.0,1.8237912226521025,6.959879421687646e+24,3.314738851405557e+22,9.502555370410863e+23,7.943282347242788e+24,0.87619690669859,0.00417300897349588,0.11963008432791412
8.912509381337441e+24,exp,145.23065892021145,8963.773511480607,1.0,1.8206470868274418,7.810888400903198e+24,3.517435076425585e+22,1.0664466296699832e+24,8.912509381337438e+24,0.8763960930306558,0.003946627067558551,0.11965727990178553
1e+25,exp,153.5983590068892,9511.65285322058,1.0,1.8175569761641712,8.765845618187259e+24,3.7324260076240266e+22,1.1968301217365007e+24,1e+25,0.8765845618187258,0.003732426007624026,0.11968301217365006
1.1220184543019654e+25,exp,162.4504148507241,10092.763103512847,1.0,1.8145199392015015,9.837441318934462e+24,3.960456934000127e+22,1.3431386547451853e+24,1.122018454301965e+25,0.8767628804335998,0.0035297609578659062,0.11970735860853417
1.2589254117941714e+25,exp,171.81487079422445,10709.11823657107,1.0,1.8115350428377095,1.1039914596819187e+25,4.202318150348045e+22,1.5073163396190466e+24,1.2589254117941714e+25,0.8769315873198184,0.0033380199581157593,0.11973039272206588
1.4125375446227497e+25,exp,181.7213689932436,11362.855918515117,1.0,1.808601371868916,1.2389242399113285e+25,4.4588484888607284e+22,1.6915445622256008e+24,1.4125375446227492e+25,0.8770911928165505,0.0031566229908965475,0.11975218419255304
1.5848931924611239e+25,exp,192.20129316964145,12056.241822331536,1.0,1.8057180285458174,1.3903351614108215e+25,4.730937012344638e+22,1.8982709403795752e+24,1.5848931924611237e+25,0.8772421813812071,0.002985019454212013,0.11977279916458083
1.7782794100389228e+25,exp,203.28787893805375,12791.676767845398,0.9999999999999999,1.8028841321474063,1.5602357029178819e+25,5.019525815984799e+22,2.130241813050548e+24,1.7782794100389215e+25,0.8773850127881381,0.002822686799188062,0.11979230041267379
1.995262314968883e+25,exp,215.01620907962194,13571.711929861158,1.0,1.8000988185707587,1.7508828299276558e+25,5.325615995104729e+22,2.390538690461226e+24,1.995262314968883e+25,0.8775201219369302,0.0026691307479476873,0.1198107473151222
2.238721138568347e+25,exp,227.42339098923836,14399.05356527038,1.0,1.7973612399360333,1.9648089533096835e+25,5.650269500110014e+22,2.6826191575854877e+24,2.2387211385683423e+25,0.8776479211547423,0.0025238826769301646,0.11982819616832747
2.5118864315095717e+25,exp,240.54880398121912,15276.564175800995,0.9999999999999994,1.7946705642058727,2.204855544858761e+25,5.994609592757668e+22,3.010362770580495e+24,2.511886431509568e+25,0.8777688024429151,0.0023864970635456193,0.11984470049353933
2.8183829312644723e+25,exp,254.43393332059696,16207.290781809103,1.0,1.7920259748184448,2.474210845251806e+25,6.359831940950946e+22,3.3781225407171325e+24,2.8183829312644698e+25,0.8778831356822578,0.002256553525924741,0.1198603107918176
3.1622776601683795e+25,exp,269.1228479817991,17194.45356625644,1.0,1.7894266703334187,2.776452187945042e+25,6.747200162572096e+22,3.7907827206076304e+24,3.1622776601683773e+25,0.877991272846423,0.002133652034278621,0.11987507511929828
3.5481338923357606e+25,exp,284.66203494860616,18241.476382091005,0.9999999999999999,1.7868718640901915,3.1155934724357784e+25,7.158057796750093e+22,4.2538236210323153e+24,3.5481338923357597e+25,0.8780935463471935,0.0020174147915364878,0.11988903886127013
3.9810717055349854e+25,exp,301.1007087886693,19351.98832906898,1.0,1.7843607838777509,3.496138441411635e+25,7.593828922614344e+22,4.773394352007354e+24,3.9810717055349854e+25,0.878190271366091,0.0019074835833919922,0.11990224505051697
4.466835921509617e+25,exp,318.49090460024786,20529.8403445369,1.0,1.781892671615572,3.923140453578132e+25,8.056024669610755e+22,5.356394432618678e+24,4.466835921509611e+25,0.8782817462997988,0.0018035192720685703,0.11991473442813255
5.0118723362727555e+25,exp,336.8878122896816,21779.107637943634,1.0,1.7794667830449964,4.402269555460996e+25,8.54624417281798e+22,6.010565366389413e+24,5.0118723362727555e+25,0.878368254434607,0.0017051998932545989,0.11992654567213834
5.6234132519034905e+25,exp,356.34961695470895,23104.12532529417,1.0,1.7770823874305712,4.9398877258453006e+25,9.066188556107207e+22,6.744593375020784e+24,5.623413251903486e+25,0.8784500630774704,0.001612221643685597,0.11993771527884396
6.309573444801943e+25,exp,376.9380342838926,24509.4808415965,1.0,1.7747387672708568,5.543133317850066e+25,9.617657954743707e+22,7.568224689971291e+24,6.309573444801939e+25,0.8785274260364946,0.0015242960619892762,0.11994827790151606
7.0794578438414025e+25,exp,398.71809327227163,26000.05656373283,1.0,1.7724352180182423,6.220015786837659e+25,1.0202568240840917e+23,8.492394887629015e+24,7.079457843841402e+25,0.8786005827054407,0.0014411510691763477,0.11995826622538283
7.943282347242788e+25,exp,421.75892727684,27581.00875983546,1.0,1.7701710478073396,6.979522000656797e+25,1.0822942762977288e+23,9.529374038230081e+24,7.943282347242783e+25,0.8786697608803343,0.001362527767470594,0.11996771135219499
8.912509381337514e+25,exp,446.1336453242691,29257.807915110203,1.0,1.7679455771915389,7.831735499619222e+25,1.1480928170275912e+23,1.0692929535480111e+25,8.912509381337509e+25,0.8787351759784522,0.001288181327956477,0.11997664269359135
1e+26,exp,471.9191377583858,31036.2856849689,1.0,1.765758138887359,8.787970307804073e+25,1.2178812837077455e+23,1.1998508793588497e+25,1e+26,0.8787970307804073,0.0012178812837077455,0.11998508793588496
1e+17,power,0.024335225479089385,0.6026028722877285,0.4,4.823509490748936,8.798686062881267e+16,0.0,1.2013139371187222e+16,9.999999999999989e+16,0.8798686062881277,0.0,0.12013139371187236
1.1220184543019653e+17,power,0.025795309939829366,0.6378606653167167,0.4,4.772360346555927,9.872288136162285e+16,0.0,1.3478964068573572e+16,1.1220184543019642e+17,0.8798686062881277,0.0,0.12013139371187236
1.2589254117941714e+17,power,0.027343398866237347,0.6751714572347106,0.4,4.722053580732527,1.1076889474960443e+17,0.0,1.5123646429812658e+16,1.2589254117941709e+17,0.8798686062881277,0.0,0.12013139371187236
1.4125375446227498e+17,power,0.028984829181080102,0.7146539964937597,0.40000000000000013,4.672575105923528,1.2428474407168706e+17,95.84256959622857,1.6969010390587676e+16,1.4125375446227483e+17,0.879868606288127,6.785134311019366e-16,0.1201313937118723
1.584893192461111e+17,power,0.03072525457463995,0.7564340711854729,0.4000000000000001,4.623911072420052,1.3944977643662984e+17,45.086984109012654,1.9039542809481196e+16,1.5848931924611107e+17,0.8798686062881275,2.8447963764043347e-16,0.12013139371187234
1.778279410038923e+17,power,0.032570676787234853,0.8006446188406302,0.4,4.576047864131545,1.5646522261018208e+17,0.0,2.136271839371019e+16,1.778279410038923e+17,0.8798686062881276,0.0,0.12013139371187234
1.995262314968883e+17,power,0.03452746196892233,0.8474262573132155,0.4,4.528972094626172,1.755568672250894e+17,0.0,2.396936427179887e+16,1.995262314968883e+17,0.8798686062881276,0.0,0.12013139371187234
2.238721138568347e+17,power,0.0366023638550632,0.8969277029300488,0.4,4.482670603238527,1.9697804480599008e+17,0.0,2.689406905084451e+16,2.238721138568346e+17,0.8798686062881277,0.0,0.12013139371187236
2.511886431509572e+17,power,0.038802550239700716,0.9493061667310625,0.4,4.437130451243478,2.2101300136463853e+17,0.0,3.017564178631865e+16,2.511886431509572e+17,0.8798686062881276,0.0,0.12013139371187236
2.8183829312644493e+17,power,0.04113563285162954,1.0047277302795745,0.4,4.392338918095004,2.479806661717899e+17,0.0,3.385762695465505e+16,2.8183829312644493e+17,0.8798686062881277,0.0,0.12013139371187237
3.1622776601683795e+17,power,0.043609672711241464,1.063368386172732,0.4000000000000001,4.348283497728985,2.782388837548432e+17,63.3816949232061,3.798888226199459e+16,3.162277660168379e+17,0.8798686062881274,2.0043051791926226e-16,0.12013139371187233
3.5481338923357606e+17,power,0.046233236704502356,1.125413896041414,0.40000000000000013,4.304951894928767,3.121891622773134e+17,150.92976487238298,4.262422695626253e+16,3.5481338923357606e+17,0.8798686062881274,4.253778731360808e-16,0.12013139371187233
3.9810717055349856e+17,power,0.049015412864281495,1.1910607325295497,0.4000000000000001,4.26233202175251,3.502820013082166e+17,70.99275186834035,4.782516924528184e+16,3.981071705534985e+17,0.8798686062881275,1.7832573015360996e-16,0.12013139371187234
4.4668359215096166e+17,power,0.05196582626358837,1.2605170806037516,0.4,4.220411994021218,3.93022869677641e+17,0.0,5.36607224733206e+16,4.466835921509616e+17,0.8798686062881277,0.0,0.1201313937118724
5.011872336272715e+17,power,0.05509472337723249,1.334002259229241,0.4000000000000001,4.179180127866438,4.409789127410294e+17,79.51273079092748,6.020832088624188e+16,5.011872336272713e+17,0.8798686062881276,1.586487553074036e-16,0.12013139371187236
5.6234132519034906e+17,power,0.05841295663284479,1.4117486558203056,0.4000000000000001,4.138624936336638,4.947864780534506e+17,84.14677714230451,6.75548471368978e+16,5.623413251903485e+17,0.8798686062881276,1.4963648121329415e-16,0.12013139371187236
6.309573444801943e+17,power,0.061932041512846404,1.4940019892607914,0.4,4.098735126061201,5.551595593150466e+17,0.0,7.57977851651477e+16,6.309573444801943e+17,0.8798686062881276,0.0,0.12013139371187236
7.079457843841403e+17,power,0.0656642027704741,1.5810219377594543,0.4000000000000001,4.059499593971121,6.228992706336282e+17,94.23625098225202,8.504651375051138e+16,7.079457843841396e+17,0.8798686062881275,1.3311224257692355e-16,0.12013139371187236
7.943282347242789e+17,power,0.06962241335074666,1.6730830470287157,0.4,4.020907424075399,6.989044768221599e+17,0.0,9.542375790211888e+16,7.943282347242788e+17,0.8798686062881276,0.0,0.12013139371187234
8.912509381337441e+17,power,0.07382044760446448,1.7704754040290638,0.4,3.9829478842921917,7.841837207887235e+17,0.0,1.0706721734502037e+17,8.912509381337439e+17,0.8798686062881276,0.0,0.12013139371187234
1e+18,power,0.07827290796732801,1.8735060638848258,0.4,3.9456104233338163,8.798686062881275e+17,0.0,1.2013139371187235e+17,9.999999999999999e+17,0.8798686062881276,0.0,0.12013139371187237
1.1220184543019653e+18,power,0.08299530823442623,1.9824992412577713,0.4,3.9088846676446396,9.872288136162291e+17,0.0,1.3478964068573582e+17,1.1220184543019649e+18,0.8798686062881277,0.0,0.12013139371187237
1.2589254117941714e+18,power,0.08800410620581255,2.097797847647255,0.4000000000000001,3.872760418391001,1.1076889474960439e+18,125.03849551959365,1.5123646429812653e+17,1.2589254117941706e+18,0.8798686062881275,9.932160741865854e-17,0.12013139371187234
1.4125375446227497e+18,power,0.09331676361449442,2.2197645106425936,0.4,3.837227648502258,1.2428474407168727e+18,0.0,1.6969010390587702e+17,1.4125375446227497e+18,0.8798686062881277,0.0,0.12013139371187237
1.5848931924611108e+18,power,0.0989518318597522,2.348782126544775,0.4,3.8022764997620815,1.394497764366299e+18,0.0,1.9039542809481203e+17,1.5848931924611108e+18,0.8798686062881277,0.0,0.12013139371187238
1.7782794100389228e+18,power,0.10492898370875003,2.4852558540050365,0.4,3.767897279949179,1.5646522261018207e+18,0.0,2.1362718393710192e+17,1.7782794100389225e+18,0.8798686062881277,0.0,0.12013139371187237
1.995262314968883e+18,power,0.11232461894674316,2.578976251319868,0.40588482080653926,3.734034172286046,1.7380951482132255e+18,1.9859242519609924e+16,2.3730792423604576e+17,1.9952623149688812e+18,0.8711110991139696,0.00995319882033639,0.11893570206569401
2.238721138568347e+18,power,0.12129318033168843,2.62745814138879,0.41819389913545635,3.7003932024485504,1.9121565249446003e+18,6.549150941797637e+16,2.6107310420576944e+17,2.238721138568346e+18,0.8541289453171543,0.02925398268221023,0.11661707200063547
2.511886431509572e+18,power,0.1307458537797829,2.685111738461253,0.4306053123199181,3.666950245965702,2.1064033604354017e+18,1.1788879892939027e+17,2.8759427214478026e+17,2.511886431509572e+18,0.8385742818673189,0.046932376181729865,0.1144933419509513
2.818382931264449e+18,power,0.14072415596044968,2.751087643115026,0.44315337680188865,3.633731456134597,2.3228669193035095e+18,1.78367248578699e+17,3.1714876338223917e+17,2.8183829312644475e+18,0.8241842843766343,0.06328708799647598,0.1125286276268898
3.1622776601683794e+18,power,0.1512697113433493,2.8247902651165293,0.4558671194230729,3.6007580552368164,2.563831248058083e+18,2.4839798570876576e+17,3.500484264015304e+17,3.162277660168379e+18,0.8107546280175691,0.07855034010376544,0.11069503187866547
3.5481338923357604e+18,power,0.16242507080601049,2.905798350440747,0.4687719311442367,3.568047292497839,2.8318470169099607e+18,3.296453627170263e+17,3.866415127087733e+17,3.5481338923357604e+18,0.7981229296411181,0.09290668636521451,0.10897038399366733
3.9810717055349857e+18,power,0.17423408088270834,2.993817651671642,0.48189057189155576,3.5356131630109577,3.1297504012166205e+18,4.2400604953892096e+17,4.273152547794426e+17,3.981071705534984e+18,0.7861577566827671,0.10650550427147913,0.1073367390457538
4.4668359215096166e+18,power,0.1867422737016213,3.0886465084400476,0.49524398193365843,3.5034669600323007,3.46068522988001e+18,5.336518015766551e+17,4.724988900529508e+17,4.4668359215096166e+18,0.7747509178063637,0.11946975688247388,0.10577932531116221
5.011872336272715e+18,power,0.19999729165672062,3.1901507379095113,0.5088517856328615,3.47161770764407,3.828129045351546e+18,6.610760719291683e+17,5.2266721899199776e+17,5.011872336272712e+18,0.7638121621027749,0.13190201736479287,0.10428582053243221
5.623413251903491e+18,power,0.21404900142970396,3.298248900314202,0.5227327035337566,3.440072505328012,4.235921301473244e+18,8.091474954024329e+17,5.783444550278136e+17,5.62341325190349e+18,0.7532651632955147,0.14388903307587106,0.10284580362861429
6.309573444801943e+18,power,0.2289499132148021,3.4128967202374176,0.5369049422537633,3.408836806230228,4.688294447456637e+18,9.811705287858884e+17,6.401084685594129e+17,6.309573444801938e+18,0.7430445954027254,0.1555050491716224,0.10145035542565212
7.079457843841402e+18,power,0.24475526996990296,3.534079857202661,0.5513863412257867,3.377914644530334,5.189908017269001e+18,1.1809543852812695e+18,7.085954412911276e+17,7.079457843841399e+18,0.7330939927531082,0.1668142407696674,0.10009176647722436
7.943282347242789e+18,power,0.26152346709449725,3.661802896048459,0.5661947228659135,3.3473088230526855,5.745884335147583e+18,1.4128932708697196e+18,7.845047412254835e+17,7.943282347242786e+18,0.7233639802747353,0.1778727242850876,0.0987632954401772
8.91250938133744e+18,power,0.2793160077290107,3.7960871477517335,0.5813479082837173,3.317021069312453,6.361847442608529e+18,1.6820577012314248e+18,8.686042374974844e+17,8.912509381337438e+18,0.7138110234060535,0.18872997819824006,0.09745899839570649
1e+19,power,0.29819803321594557,3.936960256102478,0.5968640871204043,3.287052166111762,7.043962831314626e+18,1.9943014434498816e+18,9.617357252354902e+17,9.999999999999998e+18,0.7043962831314627,0.1994301443449882,0.09617357252354904
1.1220184543019653e+19,power,0.3182383464655909,4.0844545616424925,0.6127618187304613,3.2574020613006294,7.798980395465681e+18,2.356383357559725e+18,1.0648207899942477e+18,1.1220184543019653e+19,0.6950848593945467,0.21001288780278465,0.09490225280266877
1.2589254117941713e+19,power,0.33950978650402586,4.238600462049424,0.6290602567505744,3.2280699602067697,8.634278027677593e+18,2.7761093302185364e+18,1.1788667600455808e+18,1.2589254117941709e+19,0.6858450823843774,0.22051420236740912,0.09364071524821366
1.4125375446227497e+19,power,0.3620892661204779,4.3994237138193,0.6457793232313689,3.199054403391614,9.557904623339147e+18,3.2624982449817784e+18,1.3049725779065718e+18,1.4125375446227497e+19,0.6766478285638633,0.2309671879095506,0.09238498352658615
1.5848931924611109e+19,power,0.38605841074261077,4.566936931504981,0.662939876701492,3.1703533317190185,1.057862648243129e+19,3.8259703064452e+18,1.444335135734619e+18,1.5848931924611107e+19,0.6674662073602706,0.24140240646147387,0.09113138617825563
1.7782794100389229e+19,power,0.4115034023038101,4.741138144227355,0.6805639534954766,3.141964140161197,1.1705966862851574e+19,4.4785725618629704e+18,1.5982546756746683e+18,1.7782794100389212e+19,0.6582748918290273,0.25184864293991616,0.08987646523105654
1.9952623149688828e+19,power,0.438515687645732,4.922000857150988,0.6986750263491568,3.113883721255791,1.2950247542798688e+19,5.234235142380015e+18,1.7681404645101143e+18,1.995262314968882e+19,0.6490498740763647,0.2623331831164088,0.08861694280722633
2.238721138568347e+19,power,0.46719203831803136,5.109469917207452,0.717298245105751,3.0861084986092253,1.4322621992068874e+19,6.109074070964127e+18,1.9555153226504704e+18,2.238721138568347e+19,0.6397680240437688,0.2728823150734555,0.08734966088277589
2.511886431509572e+19,power,0.49763505890539744,5.303450855351122,0.7364609225419754,3.058634450237887,1.5835098472827216e+19,7.121747064111824e+18,2.1620187781566758e+18,2.5118864315095716e+19,0.630406624845327,0.2835218573091244,0.08607151784554865
2.8183829312644493e+19,power,0.5299538583406176,5.50379561592732,0.7561932148639137,3.0314571207316243,1.7500546333073154e+19,8.293875053562417e+18,2.3894079260089216e+18,2.8183829312644493e+19,0.6209428157876916,0.29427779176342883,0.08477939244887951
3.162277660168379e+19,power,0.5642644394897157,5.710289871569607,0.7765287507439566,3.0045716200027015,1.933268108223015e+19,9.650540129026488e+18,2.6395553904271565e+18,3.162277660168379e+19,0.6113530549749625,0.30517687458578935,0.08347007043924821
3.5481338923357606e+19,power,0.6006910103717984,5.922624370549051,0.7975060882710391,2.977972604333917,2.1346003303186473e+19,1.1220894635842742e+19,2.9144409843283937e+18,3.5481338923357606e+19,0.601612113604153,0.31624777915176,0.08214010724408705
3.981071705534986e+19,power,0.6393674050954193,6.140358616152214,0.8191706618385866,2.9516542316792216,2.3555670928587244e+19,1.3038911855979506e+19,3.216134270783112e+18,3.981071705534986e+19,0.5916917019062277,0.3275226577268421,0.0807856403669303
4.466835921509617e+19,power,0.6804396898512093,6.362857937985976,0.8415782247546428,2.9256100756409493,2.5977246491342897e+19,1.5144352669468584e+19,3.5467600542846833e+18,4.466835921509616e+19,0.5815581084196977,0.33903982451073295,0.07940206706956938
5.011872336272715e+19,power,0.7240712701974658,6.58917409292882,0.8648015669047409,2.899832965936249,2.862618993011523e+19,1.758410430082018e+19,3.9084291317917327e+18,5.011872336272715e+19,0.5711675798870064,0.3508490065390876,0.07798341357390594
5.6234132519034905e+19,power,0.7704541657704964,6.817797370873705,0.8889445136025832,2.874314681827733,3.15168023146127e+19,2.041423612840042e+19,4.303094076021788e+18,5.6234132519034905e+19,0.5604568062634283,0.3630221577880717,0.0765210359485001
