C,form,N,D,Q,L,C_train,C_Q,C_attn,C_total,s_train,s_Q,s_attn
1.7782794100389229e+19,exp,0.3909905260786983,4.95998950025525,0.7723314044459133,3.102225134310174,1.1635853424297718e+19,4.5582588218940575e+18,1.5886818541974487e+18,1.7782794100389224e+19,0.6543321234340241,0.2563297306464504,0.08933814591952544
1.9952623149688828e+19,exp,0.4136371638357975,5.233358026445278,0.7837376810911134,3.074577598632456,1.2988268228376787e+19,5.191023365864332e+18,1.7733315554477107e+18,1.9952623149688828e+19,0.6509554222989145,0.26016746404320723,0.08887711365787845
2.238721138568347e+19,exp,0.4375097166322796,5.523210414038159,0.7951229112494846,3.0473609573336007,1.4498749338877745e+19,5.908899470404281e+18,1.9795625764014418e+18,2.238721138568347e+19,0.6476353436386292,0.2639408441099099,0.08842381225146086
2.511886431509572e+19,exp,0.46267316658985663,5.830506216765734,0.8064895029002955,3.0205704308825534,1.6185712644797082e+19,6.723262370529007e+18,2.2098892997696284e+18,2.5118864315095716e+19,0.6443648264412151,0.26765789592201106,0.0879772776367739
2.8183829312644493e+19,exp,0.48919576043780566,6.156261630482967,0.8178397758118698,2.9942011181570938,1.8069702538669201e+19,7.647010054028987e+18,2.467116719946302e+18,2.818382931264449e+19,0.6411372400187773,0.2713261554773257,0.08753660450389707
3.162277660168379e+19,exp,0.517149227955008,6.5015502483640555,0.8291761099302811,2.9682480122952604,2.017363014871297e+19,8.694773483333211e+18,2.754372969637611e+18,3.1622776601683788e+19,0.6379461994377433,0.2749528794656902,0.08710092109656657
3.5481338923357606e+19,exp,0.5466091253990971,6.867503441631616,0.8405009991811032,2.942706014175367,2.252304029943328e+19,9.883152855041704e+18,3.075145768882624e+18,3.5481338923357606e+19,0.6347855234010408,0.27854509313727044,0.08666938346168877
3.981071705534986e+19,exp,0.5776548053320558,7.255314779349032,0.8518170482241073,2.9175699435168965,2.5146404678925914e+19,1.1230989924261245e+19,3.433322452162685e+18,3.981071705534984e+19,0.6316491271424284,0.28210971203172547,0.08624116082584622
4.466835921509617e+19,exp,0.6103699330679982,7.666237838452416,0.8631270929525128,2.8928345474726163,2.807544645803734e+19,1.2759678467321442e+19,3.8332342897373655e+18,4.466835921509615e+19,0.6285309546035204,0.2856536190612789,0.08581542633520066
5.011872336272715e+19,exp,0.6448427605925144,8.101584930521403,0.8744343701897025,2.8684945064048954,3.1345490350632817e+19,1.4493528729554582e+19,4.279704282539734e+18,5.011872336272713e+19,0.6254247564083844,0.28918391684999095,0.08539132674162474
5.6234132519034905e+19,exp,0.6811664913137938,8.562724602119694,0.8857426469532677,2.8445444362610703,3.4995846439873036e+19,1.6460186511904537e+19,4.778099567257332e+18,5.6234132519034905e+19,0.6223239316091016,0.2927081075952024,0.084967960795696
6.309573444801943e+19,exp,0.7194398801562801,9.051073976103345,0.8970564676714817,2.8209788864962935,3.9070221459920495e+19,1.869112541810445e+19,5.334387569994478e+18,6.309573444801942e+19,0.61922128019776,0.2962343743459058,0.08454434545633416
7.0794578438414025e+19,exp,0.7597678594402238,9.568083397600814,0.9083816985854931,2.797792331658605,4.361713345164429e+19,2.1222252366171906e+19,5.955192620597834e+18,7.0794578438414025e+19,0.6161083858926842,0.299772282486768,0.08411933162054781
