w,N,D,Q,L_ctx_opt,L_loss
0.0,6.348198835835698,229.29864029502158,1.0,512.0,2.1397949544962636
0.25,3.8824980529597948,156.7125487530925,1.0,45903.57861352166,2.208819753770546
0.5,2.6149559583674127,112.21929255369571,0.9999999999999999,131071.99999999996,2.2740390106807054
1.0,2.614956085974065,112.21928737693142,0.9999999999999999,131071.99999999996,2.274039010680705
2.0,2.6149560394796483,112.21928926312313,1.0,131071.99999999996,2.2740390106807054
4.0,2.6149558864008196,112.21929547324669,0.9999999999999998,131071.99999999996,2.2740390106807054
